"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerEInkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2002,101,"Höngg",1,"Verheiratetentarif",80,57.6,116.1
2002,101,"Höngg",2,"Einelternfamilientarif",45.6,29.1,65.5
2002,102,"Wipkingen",0,"Grundtarif",38.8,19.7,58.5
2002,102,"Wipkingen",1,"Verheiratetentarif",64.1,44.8,88.9
2002,102,"Wipkingen",2,"Einelternfamilientarif",40.6,22,57.21
2002,111,"Affoltern",0,"Grundtarif",35,18.2,51.8
2002,111,"Affoltern",1,"Verheiratetentarif",65.15,46.7,87
2002,111,"Affoltern",2,"Einelternfamilientarif",37,22.6,55.4
2002,115,"Oerlikon",0,"Grundtarif",40,20.3,59.6
2002,115,"Oerlikon",1,"Verheiratetentarif",69.6,47.3,99.4
2002,115,"Oerlikon",2,"Einelternfamilientarif",40,22.4,59.8
2002,119,"Seebach",0,"Grundtarif",34.5,17.8,51
2002,119,"Seebach",1,"Verheiratetentarif",59.8,42.9,81.4
2002,119,"Seebach",2,"Einelternfamilientarif",33.6,15.1,51.6
2002,121,"Saatlen",0,"Grundtarif",30.45,15.9,45.2
2002,121,"Saatlen",1,"Verheiratetentarif",58.1,42.4,75.5
2002,121,"Saatlen",2,"Einelternfamilientarif",31.65,17.9,43.7
2002,122,"Schwamendingen-Mitte",0,"Grundtarif",33,18.3,48.8
2002,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.5,40.3,77.9
2002,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",34,16.2,48.1
2002,123,"Hirzenbach",0,"Grundtarif",28.85,15,43.7
2002,123,"Hirzenbach",1,"Verheiratetentarif",58.5,42.8,75.9
2002,123,"Hirzenbach",2,"Einelternfamilientarif",33.7,18.8,46.8
2003,11,"Rathaus",0,"Grundtarif",44.8,18.9,73.6
2003,11,"Rathaus",1,"Verheiratetentarif",88.4,51.7,142.8
2003,11,"Rathaus",2,"Einelternfamilientarif",52.4,32.6,109.7
2003,12,"Hochschulen",0,"Grundtarif",31.95,12.15,61.3
2003,12,"Hochschulen",1,"Verheiratetentarif",98.1,56.4,205.6
2003,12,"Hochschulen",2,"Einelternfamilientarif",,,
2003,13,"Lindenhof",0,"Grundtarif",46.4,18.9,82.9
2003,13,"Lindenhof",1,"Verheiratetentarif",119.2,68.2,184.4
2003,13,"Lindenhof",2,"Einelternfamilientarif",58.05,22.8,103.9
2003,14,"City",0,"Grundtarif",37.4,12.7,68.5
2003,14,"City",1,"Verheiratetentarif",80.2,50,113.6
2003,14,"City",2,"Einelternfamilientarif",,,
2003,21,"Wollishofen",0,"Grundtarif",38.9,20,59.4
2003,21,"Wollishofen",1,"Verheiratetentarif",73.6,52.4,105.9
2003,21,"Wollishofen",2,"Einelternfamilientarif",42.1,22.8,64.3
2003,23,"Leimbach",0,"Grundtarif",34.5,18,53.7
2003,23,"Leimbach",1,"Verheiratetentarif",68.3,48.7,95.3
2003,23,"Leimbach",2,"Einelternfamilientarif",43,24.4,65.3
2003,24,"Enge",0,"Grundtarif",46.9,22.1,72.6
2003,24,"Enge",1,"Verheiratetentarif",90.1,56.9,149.45
2003,24,"Enge",2,"Einelternfamilientarif",46.9,24,92
2003,31,"Alt-Wiedikon",0,"Grundtarif",40,21.5,60
2003,31,"Alt-Wiedikon",1,"Verheiratetentarif",64.6,41.8,94.4
2003,31,"Alt-Wiedikon",2,"Einelternfamilientarif",39.7,22.9,59.4
2003,33,"Friesenberg",0,"Grundtarif",29.6,12.2,46.3
2003,33,"Friesenberg",1,"Verheiratetentarif",63.8,47.8,83.8
2003,33,"Friesenberg",2,"Einelternfamilientarif",39.5,22.8,51.1
2003,34,"Sihlfeld",0,"Grundtarif",35.4,18.6,53.6
2003,34,"Sihlfeld",1,"Verheiratetentarif",57.45,38.8,76.2
2003,34,"Sihlfeld",2,"Einelternfamilientarif",32.25,17.7,48.5
2003,41,"Werd",0,"Grundtarif",37.8,18.3,58.7
2003,41,"Werd",1,"Verheiratetentarif",60.15,36.3,85.8
2003,41,"Werd",2,"Einelternfamilientarif",30.05,11,46.5
2003,42,"Langstrasse",0,"Grundtarif",33.85,15.8,53.1
2003,42,"Langstrasse",1,"Verheiratetentarif",54.7,34.45,77.35
2003,42,"Langstrasse",2,"Einelternfamilientarif",34.95,17.35,49
2003,44,"Hard",0,"Grundtarif",29.9,15.8,45.2
2003,44,"Hard",1,"Verheiratetentarif",54.2,37,71.5
2003,44,"Hard",2,"Einelternfamilientarif",32.2,15.3,45.7
2003,51,"Gewerbeschule",0,"Grundtarif",36.9,18,55.6
2003,51,"Gewerbeschule",1,"Verheiratetentarif",58,38.7,76.5
2003,51,"Gewerbeschule",2,"Einelternfamilientarif",33.9,19,48.25
2003,52,"Escher Wyss",0,"Grundtarif",47,25.2,67.7
2003,52,"Escher Wyss",1,"Verheiratetentarif",71.85,47.5,101.85
2003,52,"Escher Wyss",2,"Einelternfamilientarif",49.9,27.9,73.7
2003,61,"Unterstrass",0,"Grundtarif",40.5,21.2,62
2003,61,"Unterstrass",1,"Verheiratetentarif",70.1,49.2,99.5
2003,61,"Unterstrass",2,"Einelternfamilientarif",39.7,24,59.05
2003,63,"Oberstrass",0,"Grundtarif",45.2,20,71.5
2003,63,"Oberstrass",1,"Verheiratetentarif",106.4,66.6,171.3
2003,63,"Oberstrass",2,"Einelternfamilientarif",58.9,33.1,87.6
2003,71,"Fluntern",0,"Grundtarif",47.9,16.1,81.5
2003,71,"Fluntern",1,"Verheiratetentarif",128,76.1,218.35
2003,71,"Fluntern",2,"Einelternfamilientarif",64.65,38.9,113.7
2003,72,"Hottingen",0,"Grundtarif",45.4,19.15,74.85
2003,72,"Hottingen",1,"Verheiratetentarif",109.3,66.6,182.8
2003,72,"Hottingen",2,"Einelternfamilientarif",52.25,30,84.3
2003,73,"Hirslanden",0,"Grundtarif",42.2,19.3,67.9
2003,73,"Hirslanden",1,"Verheiratetentarif",88.8,59.6,144.9
2003,73,"Hirslanden",2,"Einelternfamilientarif",51.1,30.9,80.6
2003,74,"Witikon",0,"Grundtarif",43.9,20.3,67.8
2003,74,"Witikon",1,"Verheiratetentarif",90.1,58.3,137.3
2003,74,"Witikon",2,"Einelternfamilientarif",53.6,30.9,84.1
2003,81,"Seefeld",0,"Grundtarif",47.4,22.6,72.2
2003,81,"Seefeld",1,"Verheiratetentarif",88.95,53.8,143.7
2003,81,"Seefeld",2,"Einelternfamilientarif",50,28.4,89.55
2003,82,"Mühlebach",0,"Grundtarif",44.2,21.5,69.3
2003,82,"Mühlebach",1,"Verheiratetentarif",87.1,54,136.6
2003,82,"Mühlebach",2,"Einelternfamilientarif",49.9,30.95,68.8
2003,83,"Weinegg",0,"Grundtarif",44.6,19.3,67.9
2003,83,"Weinegg",1,"Verheiratetentarif",88.3,62.1,132.9
2003,83,"Weinegg",2,"Einelternfamilientarif",50.4,25.8,65.3
2003,91,"Albisrieden",0,"Grundtarif",36.7,20.6,54.4
2003,91,"Albisrieden",1,"Verheiratetentarif",65,48,89.9
2003,91,"Albisrieden",2,"Einelternfamilientarif",37.55,21.9,54.2
2003,92,"Altstetten",0,"Grundtarif",36.5,19.7,53.1
2003,92,"Altstetten",1,"Verheiratetentarif",61.3,45.2,82.5
2003,92,"Altstetten",2,"Einelternfamilientarif",36.6,20.5,50.5
2003,101,"Höngg",0,"Grundtarif",45,22.7,66
2003,101,"Höngg",1,"Verheiratetentarif",79.4,57.2,115.2
2003,101,"Höngg",2,"Einelternfamilientarif",45.1,29,64.8
2003,102,"Wipkingen",0,"Grundtarif",39.2,19.8,58.9
2003,102,"Wipkingen",1,"Verheiratetentarif",64.6,46.3,90.7
2003,102,"Wipkingen",2,"Einelternfamilientarif",40.2,21.1,56.5
2003,111,"Affoltern",0,"Grundtarif",34.4,17.8,51.1
2003,111,"Affoltern",1,"Verheiratetentarif",64.75,45.9,88
2003,111,"Affoltern",2,"Einelternfamilientarif",37.3,21.4,52.4
2003,115,"Oerlikon",0,"Grundtarif",40,20.7,59.5
2003,115,"Oerlikon",1,"Verheiratetentarif",69.05,47.7,99.15
2003,115,"Oerlikon",2,"Einelternfamilientarif",39,20,57
2003,119,"Seebach",0,"Grundtarif",34.7,17.8,51.4
2003,119,"Seebach",1,"Verheiratetentarif",60.4,42.5,80.6
2003,119,"Seebach",2,"Einelternfamilientarif",34.45,19.3,50.7
2003,121,"Saatlen",0,"Grundtarif",30.45,15,44.5
2003,121,"Saatlen",1,"Verheiratetentarif",57.4,41.45,75.5
2003,121,"Saatlen",2,"Einelternfamilientarif",31.9,19.1,45.5
2003,122,"Schwamendingen-Mitte",0,"Grundtarif",32.5,18.3,48.3
2003,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.4,41,77.6
2003,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",30.7,12.7,45.5
2003,123,"Hirzenbach",0,"Grundtarif",29.6,15,43.8
2003,123,"Hirzenbach",1,"Verheiratetentarif",58.6,42.3,74.7
2003,123,"Hirzenbach",2,"Einelternfamilientarif",32.35,18.7,46.6
2004,11,"Rathaus",0,"Grundtarif",41.6,16.5,71.7
2004,11,"Rathaus",1,"Verheiratetentarif",97.35,59.65,149.5
2004,11,"Rathaus",2,"Einelternfamilientarif",54.8,33.75,100.2
2004,12,"Hochschulen",0,"Grundtarif",32.7,12.1,60.3
2004,12,"Hochschulen",1,"Verheiratetentarif",100.65,53.7,198.4
2004,12,"Hochschulen",2,"Einelternfamilientarif",,,
2004,13,"Lindenhof",0,"Grundtarif",50.5,18.9,88.6
2004,13,"Lindenhof",1,"Verheiratetentarif",119.35,65.55,184.45
2004,13,"Lindenhof",2,"Einelternfamilientarif",,,
2004,14,"City",0,"Grundtarif",35.6,14,70.7
2004,14,"City",1,"Verheiratetentarif",79.7,51.5,123.2
2004,14,"City",2,"Einelternfamilientarif",,,
2004,21,"Wollishofen",0,"Grundtarif",38.5,18.9,59.4
2004,21,"Wollishofen",1,"Verheiratetentarif",74.1,52.3,108.3
2004,21,"Wollishofen",2,"Einelternfamilientarif",41.15,24.95,63
2004,23,"Leimbach",0,"Grundtarif",34,17.95,52.6
2004,23,"Leimbach",1,"Verheiratetentarif",68.2,45.7,94
2004,23,"Leimbach",2,"Einelternfamilientarif",41,20.3,58.3
2004,24,"Enge",0,"Grundtarif",46.8,21.3,74.6
2004,24,"Enge",1,"Verheiratetentarif",92.2,57.7,149.5
2004,24,"Enge",2,"Einelternfamilientarif",46.2,24,90.9
2004,31,"Alt-Wiedikon",0,"Grundtarif",40.1,20.7,60.8
2004,31,"Alt-Wiedikon",1,"Verheiratetentarif",65.6,41.8,96.1
2004,31,"Alt-Wiedikon",2,"Einelternfamilientarif",43.35,22,66.3
2004,33,"Friesenberg",0,"Grundtarif",28.4,10.15,46.9
2004,33,"Friesenberg",1,"Verheiratetentarif",63.5,46.9,85.4
2004,33,"Friesenberg",2,"Einelternfamilientarif",38.7,22.1,54.9
2004,34,"Sihlfeld",0,"Grundtarif",35.4,18.4,53.6
2004,34,"Sihlfeld",1,"Verheiratetentarif",56.6,36.9,76.9
2004,34,"Sihlfeld",2,"Einelternfamilientarif",33.3,16.25,48.15
2004,41,"Werd",0,"Grundtarif",39,17.6,59.9
2004,41,"Werd",1,"Verheiratetentarif",55.2,34.4,89.6
2004,41,"Werd",2,"Einelternfamilientarif",33.5,20.7,58
2004,42,"Langstrasse",0,"Grundtarif",33,15.1,54.6
2004,42,"Langstrasse",1,"Verheiratetentarif",51.7,31.1,76.4
2004,42,"Langstrasse",2,"Einelternfamilientarif",34.1,18,51.5
2004,44,"Hard",0,"Grundtarif",29.8,15.3,45
2004,44,"Hard",1,"Verheiratetentarif",53,36.2,70
2004,44,"Hard",2,"Einelternfamilientarif",30,10.75,46.3
2004,51,"Gewerbeschule",0,"Grundtarif",36.95,16.9,56.3
2004,51,"Gewerbeschule",1,"Verheiratetentarif",56.3,39.1,76.6
2004,51,"Gewerbeschule",2,"Einelternfamilientarif",34.2,17.6,49.4
2004,52,"Escher Wyss",0,"Grundtarif",47.1,23.95,68.8
2004,52,"Escher Wyss",1,"Verheiratetentarif",73.1,47.9,109.9
2004,52,"Escher Wyss",2,"Einelternfamilientarif",40.5,15.3,60.8
2004,61,"Unterstrass",0,"Grundtarif",40.8,20.9,63
2004,61,"Unterstrass",1,"Verheiratetentarif",70,49.3,101.4
2004,61,"Unterstrass",2,"Einelternfamilientarif",41.9,24.2,61.5
2004,63,"Oberstrass",0,"Grundtarif",45.5,19.8,73.1
2004,63,"Oberstrass",1,"Verheiratetentarif",106.2,64.5,173.1
2004,63,"Oberstrass",2,"Einelternfamilientarif",60.8,33.85,101.3
2004,71,"Fluntern",0,"Grundtarif",48.7,16.4,82.5
2004,71,"Fluntern",1,"Verheiratetentarif",130.6,77.3,229
2004,71,"Fluntern",2,"Einelternfamilientarif",69.2,44.1,105.8
2004,72,"Hottingen",0,"Grundtarif",45.7,19,75
2004,72,"Hottingen",1,"Verheiratetentarif",110,65.9,186.9
2004,72,"Hottingen",2,"Einelternfamilientarif",58.9,31,96.1
2004,73,"Hirslanden",0,"Grundtarif",42.7,20,68.1
2004,73,"Hirslanden",1,"Verheiratetentarif",89.85,59.4,153.9
2004,73,"Hirslanden",2,"Einelternfamilientarif",54.7,32,79.4
2004,74,"Witikon",0,"Grundtarif",42.6,20,68
2004,74,"Witikon",1,"Verheiratetentarif",89.9,58.1,136.8
2004,74,"Witikon",2,"Einelternfamilientarif",52.95,31.3,81.7
2004,81,"Seefeld",0,"Grundtarif",47.2,22.2,73.2
2004,81,"Seefeld",1,"Verheiratetentarif",87.5,55.2,139.4
2004,81,"Seefeld",2,"Einelternfamilientarif",50.1,30.1,76.5
2004,82,"Mühlebach",0,"Grundtarif",43.3,19.8,70
2004,82,"Mühlebach",1,"Verheiratetentarif",86.7,55.2,140.4
2004,82,"Mühlebach",2,"Einelternfamilientarif",47,28,69
2004,83,"Weinegg",0,"Grundtarif",43.6,17.9,66.2
2004,83,"Weinegg",1,"Verheiratetentarif",87.8,59.7,134.2
2004,83,"Weinegg",2,"Einelternfamilientarif",50.5,30,70.7
2004,91,"Albisrieden",0,"Grundtarif",36.4,20,53.9
2004,91,"Albisrieden",1,"Verheiratetentarif",65,47.3,90.6
2004,91,"Albisrieden",2,"Einelternfamilientarif",36.65,21.7,53.7
2004,92,"Altstetten",0,"Grundtarif",36,18.9,53.1
2004,92,"Altstetten",1,"Verheiratetentarif",61.2,44.4,83
2004,92,"Altstetten",2,"Einelternfamilientarif",36.15,20.5,51
2004,101,"Höngg",0,"Grundtarif",44.1,22.1,65.1
2004,101,"Höngg",1,"Verheiratetentarif",79.9,56.8,117.1
2004,101,"Höngg",2,"Einelternfamilientarif",44.3,27.8,62.5
2004,102,"Wipkingen",0,"Grundtarif",39.3,19.5,58.6
2004,102,"Wipkingen",1,"Verheiratetentarif",64.8,45,89.95
2004,102,"Wipkingen",2,"Einelternfamilientarif",40.4,24.6,57.6
2004,111,"Affoltern",0,"Grundtarif",34.1,17.5,51.3
2004,111,"Affoltern",1,"Verheiratetentarif",64.6,45.6,87.5
2004,111,"Affoltern",2,"Einelternfamilientarif",35.7,20.2,53.7
2004,115,"Oerlikon",0,"Grundtarif",39.6,20,59.8
2004,115,"Oerlikon",1,"Verheiratetentarif",70,46.4,99.3
2004,115,"Oerlikon",2,"Einelternfamilientarif",38,18.2,56.7
2004,119,"Seebach",0,"Grundtarif",34,16.8,51
2004,119,"Seebach",1,"Verheiratetentarif",60.1,41.7,81.3
2004,119,"Seebach",2,"Einelternfamilientarif",35.65,15.7,51.1
2004,121,"Saatlen",0,"Grundtarif",29.7,13.3,44.3
2004,121,"Saatlen",1,"Verheiratetentarif",56.9,39.8,74.7
2004,121,"Saatlen",2,"Einelternfamilientarif",30,19,44
2004,122,"Schwamendingen-Mitte",0,"Grundtarif",31.9,18.1,47.7
2004,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.2,40,77.3
2004,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",31.3,12.3,47.7
2004,123,"Hirzenbach",0,"Grundtarif",29,14.7,42.5
2004,123,"Hirzenbach",1,"Verheiratetentarif",58.1,41.4,75.1
2004,123,"Hirzenbach",2,"Einelternfamilientarif",31.8,15.3,44.7
2005,11,"Rathaus",0,"Grundtarif",43.6,17.4,73.9
2005,11,"Rathaus",1,"Verheiratetentarif",100.15,62.6,156.5
2005,11,"Rathaus",2,"Einelternfamilientarif",46.8,32.2,96.1
2005,12,"Hochschulen",0,"Grundtarif",32.5,12.1,62.6
2005,12,"Hochschulen",1,"Verheiratetentarif",102.35,50.9,191.2
2005,12,"Hochschulen",2,"Einelternfamilientarif",,,
2005,13,"Lindenhof",0,"Grundtarif",50.2,21.3,91.4
2005,13,"Lindenhof",1,"Verheiratetentarif",112.9,72.3,197.6
2005,13,"Lindenhof",2,"Einelternfamilientarif",,,
2005,14,"City",0,"Grundtarif",35.15,10.5,73.8
2005,14,"City",1,"Verheiratetentarif",80.8,50.4,117.9
2005,14,"City",2,"Einelternfamilientarif",35.35,21,60.2
2005,21,"Wollishofen",0,"Grundtarif",38.5,18.1,60.1
2005,21,"Wollishofen",1,"Verheiratetentarif",74.3,51.9,109.5
2005,21,"Wollishofen",2,"Einelternfamilientarif",41,25,63.4
2005,23,"Leimbach",0,"Grundtarif",35,18.5,53.95
2005,23,"Leimbach",1,"Verheiratetentarif",70.1,49,98.2
2005,23,"Leimbach",2,"Einelternfamilientarif",43.6,19.85,63.35
2005,24,"Enge",0,"Grundtarif",48.05,22.3,76.8
2005,24,"Enge",1,"Verheiratetentarif",96.85,59,160.8
2005,24,"Enge",2,"Einelternfamilientarif",49.5,22.5,88.7
2005,31,"Alt-Wiedikon",0,"Grundtarif",42.1,22.3,63.2
2005,31,"Alt-Wiedikon",1,"Verheiratetentarif",65.9,41.9,99.7
2005,31,"Alt-Wiedikon",2,"Einelternfamilientarif",41.9,20,62.5
2005,33,"Friesenberg",0,"Grundtarif",28.1,9.3,47
2005,33,"Friesenberg",1,"Verheiratetentarif",63.75,47.4,85.1
2005,33,"Friesenberg",2,"Einelternfamilientarif",38.75,24.3,55
2005,34,"Sihlfeld",0,"Grundtarif",35.6,17.9,54.3
2005,34,"Sihlfeld",1,"Verheiratetentarif",55.7,36.1,77.4
2005,34,"Sihlfeld",2,"Einelternfamilientarif",34.4,15.6,50
2005,41,"Werd",0,"Grundtarif",39.75,19,60.7
2005,41,"Werd",1,"Verheiratetentarif",58.2,31.45,89.45
2005,41,"Werd",2,"Einelternfamilientarif",41.4,23.5,71.4
2005,42,"Langstrasse",0,"Grundtarif",34.4,15.1,55.8
2005,42,"Langstrasse",1,"Verheiratetentarif",52,31.3,74.6
2005,42,"Langstrasse",2,"Einelternfamilientarif",30.7,10.95,47.7
2005,44,"Hard",0,"Grundtarif",29.1,14.6,45.7
2005,44,"Hard",1,"Verheiratetentarif",52.1,34.8,70.1
2005,44,"Hard",2,"Einelternfamilientarif",27.6,10.8,44
2005,51,"Gewerbeschule",0,"Grundtarif",37.3,18.2,58
2005,51,"Gewerbeschule",1,"Verheiratetentarif",56.2,38.05,77.3
2005,51,"Gewerbeschule",2,"Einelternfamilientarif",36.35,23,52.2
2005,52,"Escher Wyss",0,"Grundtarif",46.7,24.4,70.8
2005,52,"Escher Wyss",1,"Verheiratetentarif",72.75,44.4,117.7
2005,52,"Escher Wyss",2,"Einelternfamilientarif",45.6,28.5,69.75
2005,61,"Unterstrass",0,"Grundtarif",41.2,21.2,64
2005,61,"Unterstrass",1,"Verheiratetentarif",70.7,49.9,104.7
2005,61,"Unterstrass",2,"Einelternfamilientarif",40.1,23.8,59.8
2005,63,"Oberstrass",0,"Grundtarif",46.4,20.4,76
2005,63,"Oberstrass",1,"Verheiratetentarif",109.35,67.75,173.25
2005,63,"Oberstrass",2,"Einelternfamilientarif",56.9,30.7,95.1
2005,71,"Fluntern",0,"Grundtarif",49.9,16.2,86.4
2005,71,"Fluntern",1,"Verheiratetentarif",138.55,78.9,244.2
2005,71,"Fluntern",2,"Einelternfamilientarif",61.35,38.4,95.1
2005,72,"Hottingen",0,"Grundtarif",46.85,20,76.4
2005,72,"Hottingen",1,"Verheiratetentarif",115.85,68.7,196.5
2005,72,"Hottingen",2,"Einelternfamilientarif",60.8,38.35,96.45
2005,73,"Hirslanden",0,"Grundtarif",43.6,20.7,68.1
2005,73,"Hirslanden",1,"Verheiratetentarif",92.7,59.8,158.1
2005,73,"Hirslanden",2,"Einelternfamilientarif",50,27.8,78.6
2005,74,"Witikon",0,"Grundtarif",43.25,18.95,66.9
2005,74,"Witikon",1,"Verheiratetentarif",92.2,58.8,140.8
2005,74,"Witikon",2,"Einelternfamilientarif",52.8,32.4,85.1
2005,81,"Seefeld",0,"Grundtarif",48.7,23.5,76.7
2005,81,"Seefeld",1,"Verheiratetentarif",90.9,54.6,138.3
2005,81,"Seefeld",2,"Einelternfamilientarif",49.8,29.7,84.7
2005,82,"Mühlebach",0,"Grundtarif",45,20.3,71.4
2005,82,"Mühlebach",1,"Verheiratetentarif",92.9,56.7,140.6
2005,82,"Mühlebach",2,"Einelternfamilientarif",50.1,27.6,70.1
2005,83,"Weinegg",0,"Grundtarif",43.5,17.7,66.05
2005,83,"Weinegg",1,"Verheiratetentarif",90.3,62.3,142.2
2005,83,"Weinegg",2,"Einelternfamilientarif",49.8,32.2,71
2005,91,"Albisrieden",0,"Grundtarif",36.2,20,55
2005,91,"Albisrieden",1,"Verheiratetentarif",66.3,46.9,91.8
2005,91,"Albisrieden",2,"Einelternfamilientarif",38.8,20.75,57.2
2005,92,"Altstetten",0,"Grundtarif",35.75,18,53.2
2005,92,"Altstetten",1,"Verheiratetentarif",61,44,82.6
2005,92,"Altstetten",2,"Einelternfamilientarif",35.05,18.25,51.55
2005,101,"Höngg",0,"Grundtarif",44.6,22.45,66.98
2005,101,"Höngg",1,"Verheiratetentarif",81.9,57.7,120.65
2005,101,"Höngg",2,"Einelternfamilientarif",43.8,27.65,65
2005,102,"Wipkingen",0,"Grundtarif",39.5,19.3,59.1
2005,102,"Wipkingen",1,"Verheiratetentarif",65.5,45.2,93.7
2005,102,"Wipkingen",2,"Einelternfamilientarif",41.3,24.3,59.7
2005,111,"Affoltern",0,"Grundtarif",34.7,17.8,52
2005,111,"Affoltern",1,"Verheiratetentarif",64.3,45.3,87.3
2005,111,"Affoltern",2,"Einelternfamilientarif",35,17.7,50
2005,115,"Oerlikon",0,"Grundtarif",39.6,20,60.6
2005,115,"Oerlikon",1,"Verheiratetentarif",69.7,47,102.4
2005,115,"Oerlikon",2,"Einelternfamilientarif",38.05,20,58.5
2005,119,"Seebach",0,"Grundtarif",34.2,16.65,51.9
2005,119,"Seebach",1,"Verheiratetentarif",60.5,41.2,82.2
2005,119,"Seebach",2,"Einelternfamilientarif",32.8,13,49.9
2005,121,"Saatlen",0,"Grundtarif",29.25,13.55,45
2005,121,"Saatlen",1,"Verheiratetentarif",55.8,39,75
2005,121,"Saatlen",2,"Einelternfamilientarif",33.3,19.6,47.1
2005,122,"Schwamendingen-Mitte",0,"Grundtarif",31.15,16.5,47.8
2005,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",56.4,38.6,76.2
2005,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",28,8.6,43.6
2005,123,"Hirzenbach",0,"Grundtarif",28.3,13.7,42.9
2005,123,"Hirzenbach",1,"Verheiratetentarif",57.3,40,74.1
2005,123,"Hirzenbach",2,"Einelternfamilientarif",32.8,14,46.8
2006,11,"Rathaus",0,"Grundtarif",44.8,19,73.4
2006,11,"Rathaus",1,"Verheiratetentarif",105.65,61.85,164.75
2006,11,"Rathaus",2,"Einelternfamilientarif",39.3,17.2,83.1
2006,12,"Hochschulen",0,"Grundtarif",32.05,12.1,71
2006,12,"Hochschulen",1,"Verheiratetentarif",96.65,50.4,203.5
2006,12,"Hochschulen",2,"Einelternfamilientarif",,,
2006,13,"Lindenhof",0,"Grundtarif",50.4,21.35,86.95
2006,13,"Lindenhof",1,"Verheiratetentarif",115.05,70.1,189.1
2006,13,"Lindenhof",2,"Einelternfamilientarif",,,
2006,14,"City",0,"Grundtarif",35.55,7.7,75.75
2006,14,"City",1,"Verheiratetentarif",85.6,56.7,125.9
2006,14,"City",2,"Einelternfamilientarif",,,
2006,21,"Wollishofen",0,"Grundtarif",39.15,19.1,61
2006,21,"Wollishofen",1,"Verheiratetentarif",73.8,51.8,111.6
2006,21,"Wollishofen",2,"Einelternfamilientarif",38.45,22.65,60.85
2006,23,"Leimbach",0,"Grundtarif",35.5,19.3,55
2006,23,"Leimbach",1,"Verheiratetentarif",69.2,46.2,96.9
2006,23,"Leimbach",2,"Einelternfamilientarif",38.9,20,58
2006,24,"Enge",0,"Grundtarif",48.95,22.8,77.3
2006,24,"Enge",1,"Verheiratetentarif",95.7,58,160.9
2006,24,"Enge",2,"Einelternfamilientarif",48.8,24,91
2006,31,"Alt-Wiedikon",0,"Grundtarif",43.5,22.2,65.3
2006,31,"Alt-Wiedikon",1,"Verheiratetentarif",64.9,38.2,102.75
2006,31,"Alt-Wiedikon",2,"Einelternfamilientarif",40.05,19.4,60.7
2006,33,"Friesenberg",0,"Grundtarif",28.7,9.4,48.1
2006,33,"Friesenberg",1,"Verheiratetentarif",62.1,44.6,84.8
2006,33,"Friesenberg",2,"Einelternfamilientarif",36.5,19.9,51.4
2006,34,"Sihlfeld",0,"Grundtarif",36.6,18.4,55.5
2006,34,"Sihlfeld",1,"Verheiratetentarif",54.4,35.6,77.3
2006,34,"Sihlfeld",2,"Einelternfamilientarif",31.4,14.2,48
2006,41,"Werd",0,"Grundtarif",40.2,19.2,62.3
2006,41,"Werd",1,"Verheiratetentarif",56.6,28.7,91.8
2006,41,"Werd",2,"Einelternfamilientarif",43.7,26.3,65.5
2006,42,"Langstrasse",0,"Grundtarif",35.1,15.5,57
2006,42,"Langstrasse",1,"Verheiratetentarif",49,29.9,72.9
2006,42,"Langstrasse",2,"Einelternfamilientarif",32,12.6,55.75
2006,44,"Hard",0,"Grundtarif",29.6,15,46.3
2006,44,"Hard",1,"Verheiratetentarif",50,33.2,68.3
2006,44,"Hard",2,"Einelternfamilientarif",25.9,8.2,40.8
2006,51,"Gewerbeschule",0,"Grundtarif",38,18.9,59.3
2006,51,"Gewerbeschule",1,"Verheiratetentarif",56.2,37.1,75.8
2006,51,"Gewerbeschule",2,"Einelternfamilientarif",34.2,18.8,51.6
2006,52,"Escher Wyss",0,"Grundtarif",50.5,26.9,74.7
2006,52,"Escher Wyss",1,"Verheiratetentarif",75.1,47.8,120.1
2006,52,"Escher Wyss",2,"Einelternfamilientarif",42.6,20,67.3
2006,61,"Unterstrass",0,"Grundtarif",41,20.9,64.7
2006,61,"Unterstrass",1,"Verheiratetentarif",70.8,49.5,105.7
2006,61,"Unterstrass",2,"Einelternfamilientarif",38.3,22.65,58
2006,63,"Oberstrass",0,"Grundtarif",48.2,22.1,77.3
2006,63,"Oberstrass",1,"Verheiratetentarif",109.45,68.4,179.7
2006,63,"Oberstrass",2,"Einelternfamilientarif",54.5,29,88.1
2006,71,"Fluntern",0,"Grundtarif",51.45,17.1,91
2006,71,"Fluntern",1,"Verheiratetentarif",140.6,80.7,250
2006,71,"Fluntern",2,"Einelternfamilientarif",60.05,37.5,96.6
2006,72,"Hottingen",0,"Grundtarif",47.4,20,78.7
2006,72,"Hottingen",1,"Verheiratetentarif",118.9,69.6,203.1
2006,72,"Hottingen",2,"Einelternfamilientarif",57.1,35.8,94.25
2006,73,"Hirslanden",0,"Grundtarif",43,20.4,68.8
